Asset_Number,Lag,ACF_Value
600080,2,-0.1232
600080,3,-0.1201
600080,4,-0.079
600080,5,-0.0476
600080,6,-0.0673
600080,7,-0.0493
600080,8,-0.0017
600080,9,-0.0025
600080,10,0.0098
600080,11,0.0385
600080,12,0.0272
600080,13,-0.0158
600080,14,0.0079
600080,15,-0.048
600080,16,-0.0508
600080,17,0.0168
600080,18,-0.0101
600080,19,0.0503
600080,20,-0.0126
600081,0,1.0
600081,1,-0.026
600081,2,-0.1706
600081,3,-0.1236
600081,4,-0.0848
600081,5,-0.0196
600081,6,-0.0607
600081,7,-0.05
600081,8,0.0253
600081,9,-0.0262
600081,10,0.0279
600081,11,0.025
600081,12,0.0034
600081,13,0.0167
600081,14,-0.0384
600081,15,0.0217
600081,16,0.013
600081,17,-0.0252
600081,18,-0.0383
600081,19,0.0018
600081,20,-0.0156
600082,0,1.0
600082,1,-0.0232
600082,2,-0.1668
600082,3,-0.0863
600082,4,-0.0539
600082,5,-0.0736
600082,6,-0.0458
600082,7,0.0454
600082,8,0.0009
600082,9,-0.0465
600082,10,-0.0101
600082,11,-0.0404
600082,12,-0.0117
600082,13,-0.0032
600082,14,0.006
600082,15,-0.0099
600082,16,-0.0092
600082,17,-0.0186
600082,18,0.0489
600082,19,-0.0416
600082,20,0.0467
600083,0,1.0
600083,1,-0.0155
600083,2,-0.1269
600083,3,-0.1145
600083,4,-0.0532
600083,5,-0.03
600083,6,-0.0467
600083,7,-0.001
600083,8,-0.015
600083,9,-0.0332
600083,10,-0.0359
600083,11,0.0201
600083,12,0.0324
600083,13,-0.0133
600083,14,-0.0231
600083,15,0.0415
600083,16,-0.0219
600083,17,-0.0058
600083,18,-0.0478
600083,19,0.0322
600083,20,-0.017
600084,0,1.0
600084,1,-0.0168
600084,2,-0.1356
600084,3,-0.1048
600084,4,-0.042
600084,5,-0.0618
600084,6,-0.033
600084,7,-0.0081
600084,8,0.0084
600084,9,-0.0441
600084,10,-0.0269
600084,11,0.0078
600084,12,-0.0089
600084,13,-0.0162
600084,14,0.0316
600084,15,-0.0301
600084,16,-0.0115
600084,17,0.0045
600084,18,-0.0387
600084,19,-0.0226
600084,20,0.0314
600085,0,1.0
600085,1,-0.0192
600085,2,-0.1118
600085,3,-0.0604
600085,4,-0.0609
600085,5,-0.0703
600085,6,-0.0552
600085,7,-0.047
600085,8,-0.0149
600085,9,-0.0344
600085,10,0.0251
600085,11,-0.0311
600085,12,-0.0452
600085,13,0.0337
600085,14,0.0264
600085,15,0.0276
600085,16,-0.023
600085,17,-0.0634
600085,18,0.0246
600085,19,0.0182
600085,20,-0.0207
600086,0,1.0
600086,1,-0.0223
600086,2,-0.1472
600086,3,-0.0971
600086,4,-0.0566
600086,5,-0.0602
600086,6,-0.016
600086,7,-0.0663
600086,8,-0.0729
600086,9,-0.038
600086,10,-0.0135
600086,11,0.0324
600086,12,0.0549
600086,13,0.0355
600086,14,0.0131
600086,15,0.0313
600086,16,-0.0169
600086,17,-0.0257
600086,18,0.0344
600086,19,-0.0458
600086,20,-0.0259
600087,0,1.0
600087,1,-0.0277
600087,2,-0.1855
600087,3,-0.1402
600087,4,-0.0489
600087,5,-0.0775
600087,6,0.0135
600087,7,-0.0632
600087,8,0.0333
600087,9,0.0402
600087,10,0.0013
600087,11,-0.0795
600087,12,-0.0139
600087,13,0.0086
600087,14,0.0403
600087,15,0.0515
600087,16,-0.0001
600087,17,-0.0689
600087,18,-0.0353
600087,19,0.0125
600087,20,0.0676
600088,0,1.0
600088,1,-0.0174
600088,2,-0.1355
600088,3,-0.0983
600088,4,-0.0551
600088,5,-0.0293
600088,6,-0.0356
600088,7,-0.0223
600088,8,-0.0032
600088,9,0.0405
600088,10,-0.0
600088,11,-0.0527
600088,12,-0.0429
600088,13,-0.0023
600088,14,-0.0204
600088,15,-0.0306
600088,16,-0.0099
600088,17,0.0052
600088,18,-0.0164
600088,19,-0.0189
600088,20,0.0271
600089,0,1.0
600089,1,-0.0166
600089,2,-0.1187
600089,3,-0.0936
600089,4,-0.0901
600089,5,-0.0755
600089,6,0.005
600089,7,0.0252
600089,8,-0.0366
600089,9,-0.0492
600089,10,-0.0348
600089,11,-0.0192
600089,12,0.0459
600089,13,0.0067
600089,14,-0.0348
600089,15,-0.0136
600089,16,-0.0209
600089,17,0.0215
600089,18,0.0364
600089,19,-0.0298
600089,20,0.0032
600090,0,1.0
600090,1,-0.0189
600090,2,-0.1255
600090,3,-0.1014
600090,4,-0.0458
600090,5,-0.0615
600090,6,-0.0067
600090,7,-0.0505
600090,8,-0.0035
600090,9,-0.0479
600090,10,-0.0167
600090,11,-0.0173
600090,12,-0.0099
600090,13,0.0168
600090,14,0.0423
600090,15,0.0014
600090,16,-0.0072
600090,17,-0.012
600090,18,-0.0397
600090,19,-0.054
600090,20,0.0441
600091,0,1.0
600091,1,-0.0195
600091,2,-0.1428
600091,3,-0.1034
600091,4,-0.0882
600091,5,-0.0403
600091,6,-0.0703
600091,7,-0.0254
600091,8,-0.0085
600091,9,-0.0327
600091,10,0.0249
600091,11,0.0107
600091,12,0.0244
600091,13,0.0136
600091,14,-0.0147
600091,15,-0.0236
600091,16,0.0625
600091,17,-0.0292
600091,18,-0.0511
600091,19,0.0126
600091,20,0.0652
600092,0,1.0
600092,1,-0.0138
600092,2,-0.1219
600092,3,-0.0963
600092,4,-0.0686
600092,5,-0.0539
600092,6,-0.0408
600092,7,-0.0119
600092,8,0.0251
600092,9,0.0253
600092,10,0.0008
600092,11,0.001
600092,12,-0.0217
600092,13,0.0159
600092,14,-0.0339
600092,15,-0.0198
600092,16,0.0008
600092,17,-0.0116
600092,18,-0.0171
600092,19,0.0126
600092,20,-0.0043
600093,0,1.0
600093,1,-0.0151
600093,2,-0.1158
600093,3,-0.0743
600093,4,-0.0804
600093,5,-0.0404
600093,6,-0.0252
600093,7,-0.0101
600093,8,-0.0106
600093,9,0.0031
600093,10,-0.037
600093,11,-0.0142
600093,12,0.0109
600093,13,-0.0264
600093,14,-0.0006
600093,15,-0.0362
600093,16,-0.016
600093,17,-0.0177
600093,18,0.0034
600093,19,0.0237
600093,20,-0.0069
600094,0,1.0
600094,1,-0.0254
600094,2,-0.1595
600094,3,-0.117
600094,4,-0.0529
600094,5,-0.0277
600094,6,-0.0156
600094,7,-0.0656
600094,8,-0.0649
600094,9,0.0079
600094,10,-0.0146
600094,11,0.0229
600094,12,0.0533
600094,13,0.0079
600094,14,0.0271
600094,15,0.0062
600094,16,-0.0067
600094,17,-0.0404
600094,18,-0.0321
600094,19,0.0253
600094,20,-0.0108
600095,0,1.0
600095,1,-0.0259
600095,2,-0.161
600095,3,-0.116
600095,4,-0.0441
600095,5,-0.0539
600095,6,-0.0395
600095,7,0.0018
600095,8,-0.067
600095,9,-0.0518
600095,10,0.0181
600095,11,0.0215
600095,12,-0.008
600095,13,0.0219
600095,14,0.0574
600095,15,0.0099
600095,16,-0.0039
600095,17,-0.0086
600095,18,-0.0298
600095,19,-0.0484
600095,20,0.0241
600096,0,1.0
600096,1,-0.0152
600096,2,-0.1209
600096,3,-0.1021
600096,4,-0.1081
600096,5,-0.0749
600096,6,-0.0176
600096,7,0.0303
600096,8,-0.0072
600096,9,-0.015
600096,10,-0.0159
600096,11,-0.0432
600096,12,-0.058
600096,13,-0.0034
600096,14,-0.019
600096,15,0.0002
600096,16,0.0342
600096,17,0.072
600096,18,0.0133
600096,19,-0.0229
600096,20,0.0081
600097,0,1.0
600097,1,-0.0165
600097,2,-0.1324
600097,3,-0.0914
600097,4,-0.0756
600097,5,-0.0758
600097,6,-0.0493
600097,7,0.0145
600097,8,-0.0134
600097,9,-0.0233
600097,10,-0.0231
600097,11,-0.0339
600097,12,-0.0275
600097,13,0.0299
600097,14,0.0563
600097,15,0.0358
600097,16,-0.0463
600097,17,-0.0314
600097,18,-0.0265
600097,19,0.0266
600097,20,0.0119
600098,0,1.0
600098,1,-0.0267
600098,2,-0.1393
600098,3,-0.1101
600098,4,-0.0479
600098,5,-0.0352
600098,6,-0.0913
600098,7,-0.0496
600098,8,-0.0021
600098,9,0.0312
600098,10,0.0162
600098,11,-0.0225
600098,12,-0.0027
600098,13,-0.021
600098,14,-0.0382
600098,15,0.0161
600098,16,0.0285
600098,17,0.0119
600098,18,0.0021
600098,19,-0.0085
600098,20,-0.0248
600099,0,1.0
600099,1,-0.0203
600099,2,-0.1589
600099,3,-0.1336
600099,4,-0.0795
600099,5,0.0137
600099,6,-0.0459
600099,7,-0.0009
600099,8,0.0115
600099,9,-0.0193
600099,10,-0.0029
600099,11,-0.0267
600099,12,-0.0408
600099,13,-0.0118
600099,14,-0.0124
600099,15,-0.0214
600099,16,0.0357
600099,17,-0.0027
600099,18,0.0089
600099,19,-0.0118
600099,20,0.0063
600100,0,1.0
600100,1,-0.0164
600100,2,-0.1117
600100,3,-0.0809
600100,4,-0.1179
600100,5,-0.0638
600100,6,0.0077
600100,7,-0.0563
600100,8,-0.0503
600100,9,0.028
600100,10,-0.0101
600100,11,-0.0246
600100,12,-0.0214
600100,13,-0.0271
600100,14,-0.0187
600100,15,0.0092
600100,16,-0.006
600100,17,0.0279
600100,18,0.0156
600100,19,0.011
600100,20,0.0408
600101,0,1.0
600101,1,-0.0288
600101,2,-0.1787
600101,3,-0.1118
600101,4,-0.0395
600101,5,-0.0549
600101,6,-0.0341
600101,7,-0.0153
600101,8,0.0056
600101,9,-0.0015
600101,10,-0.0004
600101,11,-0.0204
600101,12,-0.0327
600101,13,0.024
600101,14,-0.0036
600101,15,0.0072
600101,16,-0.0307
600101,17,-0.03
600101,18,0.0547
600101,19,0.0267
600101,20,-0.0277
600102,0,1.0
600102,1,-0.0157
600102,2,-0.1164
600102,3,-0.1097
600102,4,-0.06
600102,5,-0.0363
600102,6,-0.0476
600102,7,-0.042
600102,8,-0.031
600102,9,-0.0076
600102,10,-0.0128
600102,11,0.0134
600102,12,-0.0166
600102,13,-0.0011
600102,14,-0.0039
600102,15,-0.0084
600102,16,0.0219
600102,17,0.0288
600102,18,-0.0552
600102,19,-0.0487
600102,20,-0.0472
600103,0,1.0
600103,1,-0.0388
600103,2,-0.184
600103,3,-0.095
600103,4,-0.042
600103,5,-0.1107
600103,6,-0.0314
600103,7,-0.0052
600103,8,0.0259
600103,9,0.0115
600103,10,-0.004
600103,11,-0.0204
600103,12,-0.0222
600103,13,-0.013
600103,14,0.0261
600103,15,-0.0014
600103,16,0.0123
600103,17,0.0183
600103,18,0.014
600103,19,-0.014
600103,20,-0.0161
600104,0,1.0
600104,1,-0.0205
600104,2,-0.1514
600104,3,-0.1244
600104,4,-0.0839
600104,5,-0.0565
600104,6,-0.0152
600104,7,0.0187
600104,8,-0.0084
600104,9,-0.015
600104,10,-0.0197
600104,11,-0.0293
600104,12,0.066
600104,13,0.0403
600104,14,-0.0779
600104,15,0.0078
600104,16,0.0436
600104,17,0.0288
600104,18,-0.0614
600104,19,-0.0345
600104,20,-0.0544
600105,0,1.0
600105,1,-0.0138
600105,2,-0.1295
600105,3,-0.0817
600105,4,-0.0801
600105,5,-0.0426
600105,6,-0.0319
600105,7,-0.0124
600105,8,-0.0257
600105,9,-0.0249
600105,10,-0.0042
600105,11,0.0356
600105,12,-0.0258
600105,13,-0.0413
600105,14,0.014
600105,15,-0.0247
600105,16,0.0378
600105,17,0.0514
600105,18,0.0132
600105,19,-0.0712
600105,20,-0.0421
600106,0,1.0
600106,1,-0.0325
600106,2,-0.1829
600106,3,-0.1297
600106,4,-0.0953
600106,5,-0.073
600106,6,-0.0145
600106,7,0.0622
600106,8,0.0066
600106,9,-0.0282
600106,10,0.0153
600106,11,-0.0153
600106,12,-0.0067
600106,13,-0.0264
600106,14,-0.0166
600106,15,0.0404
600106,16,-0.0112
600106,17,0.0276
600106,18,-0.0011
600106,19,-0.0072
600106,20,0.0169
600107,0,1.0
600107,1,-0.0194
600107,2,-0.127
600107,3,-0.101
600107,4,-0.0821
600107,5,-0.0594
600107,6,-0.056
600107,7,-0.043
600107,8,-0.019
600107,9,-0.015
600107,10,-0.0052
600107,11,0.0194
600107,12,0.0228
600107,13,0.0369
600107,14,-0.0454
600107,15,-0.0155
600107,16,0.0086
600107,17,-0.0406
600107,18,-0.0491
600107,19,0.0716
600107,20,0.0681
600108,0,1.0
600108,1,-0.0259
600108,2,-0.1554
600108,3,-0.1222
600108,4,-0.0947
600108,5,-0.0602
600108,6,-0.0155
600108,7,-0.0021
600108,8,0.0086
600108,9,-0.035
600108,10,0.0242
600108,11,-0.0044
600108,12,-0.0352
600108,13,-0.0046
600108,14,-0.0253
600108,15,0.0453
600108,16,0.0377
600108,17,0.0124
600108,18,-0.0261
600108,19,0.0234
600108,20,-0.0569
600109,0,1.0
600109,1,-0.0183
600109,2,-0.135
600109,3,-0.1067
600109,4,-0.0904
600109,5,-0.0659
600109,6,-0.0516
600109,7,0.0293
600109,8,0.0177
600109,9,-0.0324
600109,10,-0.0274
600109,11,0.0067
600109,12,-0.0161
600109,13,0.0422
600109,14,0.0047
600109,15,-0.0433
600109,16,0.0164
600109,17,-0.0304
600109,18,-0.0156
600109,19,-0.0129
600109,20,0.031
600110,0,1.0
600110,1,-0.0228
600110,2,-0.1424
600110,3,-0.1113
600110,4,-0.0975
600110,5,-0.0656
600110,6,-0.0328
600110,7,0.0252
600110,8,0.0343
600110,9,-0.0244
600110,10,-0.0024
600110,11,-0.0199
600110,12,-0.0231
600110,13,-0.0067
600110,14,-0.026
600110,15,0.0354
600110,16,0.0529
600110,17,-0.0007
600110,18,-0.0172
600110,19,-0.0376
600110,20,-0.0214
600111,0,1.0
600111,1,-0.024
600111,2,-0.1495
600111,3,-0.0966
600111,4,-0.0791
600111,5,-0.0472
600111,6,-0.0261
600111,7,-0.0371
600111,8,-0.0653
600111,9,0.0135
600111,10,-0.0312
600111,11,0.0379
600111,12,0.0588
600111,13,-0.0189
600111,14,-0.0131
600111,15,0.0187
600111,16,-0.0119
600111,17,0.0121
600111,18,-0.0505
600111,19,-0.0139
600111,20,0.0258
600112,0,1.0
600112,1,-0.0197
600112,2,-0.1324
600112,3,-0.0968
600112,4,-0.0515
600112,5,-0.0742
600112,6,-0.0686
600112,7,0.0124
600112,8,0.0128
600112,9,-0.0196
600112,10,-0.0728
600112,11,0.0449
600112,12,-0.0057
600112,13,-0.0175
600112,14,0.0317
600112,15,-0.0017
600112,16,-0.0248
600112,17,0.0067
600112,18,-0.0084
600112,19,0.038
600112,20,-0.0242
600113,0,1.0
600113,1,-0.0205
600113,2,-0.143
600113,3,-0.1011
600113,4,-0.0572
600113,5,-0.0704
600113,6,-0.0664
600113,7,0.0382
600113,8,-0.0396
600113,9,-0.0298
600113,10,0.0219
600113,11,0.0126
600113,12,-0.0004
600113,13,-0.0421
600113,14,-0.0636
600113,15,0.0147
600113,16,0.0011
600113,17,0.0624
600113,18,0.0405
600113,19,0.0025
600113,20,-0.0491
600114,0,1.0
600114,1,-0.0238
600114,2,-0.1538
600114,3,-0.0946
600114,4,-0.0592
600114,5,-0.0656
600114,6,-0.0029
600114,7,-0.0497
600114,8,-0.017
600114,9,-0.0137
600114,10,-0.0189
600114,11,-0.0198
600114,12,-0.0272
600114,13,0.016
600114,14,-0.0035
600114,15,0.0421
600114,16,0.0234
600114,17,-0.0246
600114,18,0.0021
600114,19,0.0263
600114,20,-0.0277
600115,0,1.0
600115,1,-0.0257
600115,2,-0.1755
600115,3,-0.1235
600115,4,-0.1036
600115,5,-0.0662
600115,6,-0.0127
600115,7,0.0433
600115,8,-0.0352
600115,9,-0.0001
600115,10,-0.0194
600115,11,0.0025
600115,12,-0.0261
600115,13,0.0031
600115,14,0.0152
600115,15,0.0922
600115,16,0.017
600115,17,-0.0316
600115,18,-0.0749
600115,19,-0.0367
600115,20,-0.0197
600116,0,1.0
600116,1,-0.0246
600116,2,-0.1663
600116,3,-0.1048
600116,4,-0.0603
600116,5,-0.0237
600116,6,-0.0609
600116,7,-0.0158
600116,8,0.0101
600116,9,-0.0023
600116,10,0.0017
600116,11,0.0223
600116,12,0.0493
600116,13,-0.039
600116,14,-0.0202
600116,15,-0.0092
600116,16,-0.0303
600116,17,0.0195
600116,18,-0.0199
600116,19,-0.0426
600116,20,-0.0135
600117,0,1.0
600117,1,-0.0278
600117,2,-0.1654
600117,3,-0.1237
600117,4,-0.0805
600117,5,0.0171
600117,6,-0.0077
600117,7,-0.044
600117,8,-0.0303
600117,9,-0.0586
600117,10,0.0127
600117,11,0.0317
600117,12,0.0145
600117,13,-0.0416
600117,14,-0.0269
600117,15,0.0298
600117,16,-0.0143
600117,17,0.0014
600117,18,0.0394
600117,19,0.0056
600117,20,-0.0278
600118,0,1.0
600118,1,-0.0204
600118,2,-0.1241
600118,3,-0.0884
600118,4,-0.0768
600118,5,-0.0594
600118,6,-0.0549
600118,7,0.002
600118,8,0.0044
600118,9,-0.0099
600118,10,-0.0659
600118,11,0.01
600118,12,-0.0541
600118,13,0.0313
600118,14,0.0568
600118,15,0.0187
600118,16,-0.0204
600118,17,-0.0246
600118,18,-0.0446
600118,19,-0.0287
600118,20,0.0269
600119,0,1.0
600119,1,-0.0196
600119,2,-0.1309
600119,3,-0.091
600119,4,-0.07
600119,5,-0.0449
600119,6,-0.0277
600119,7,-0.0463
600119,8,-0.0412
600119,9,-0.0323
600119,10,0.0026
600119,11,0.0031
600119,12,0.0194
600119,13,0.0246
600119,14,0.0252
600119,15,-0.0427
600119,16,-0.0474
600119,17,-0.0288
600119,18,-0.008
600119,19,-0.0117
600119,20,0.021
600120,0,1.0
600120,1,-0.02
600120,2,-0.1418
600120,3,-0.0652
600120,4,-0.0183
600120,5,-0.0704
600120,6,-0.0159
600120,7,-0.0564
600120,8,-0.0611
600120,9,-0.045
600120,10,0.0255
600120,11,0.0332
600120,12,0.0117
600120,13,-0.0369
600120,14,-0.0377
600120,15,-0.0369
600120,16,0.0029
600120,17,0.0296
600120,18,-0.0368
600120,19,-0.0138
600120,20,0.0188
600121,0,1.0
600121,1,-0.0192
600121,2,-0.14
600121,3,-0.1394
600121,4,-0.0698
600121,5,0.003
600121,6,-0.0081
600121,7,-0.0684
600121,8,-0.097
600121,9,-0.0161
600121,10,0.0146
600121,11,0.0521
600121,12,-0.0151
600121,13,0.0085
600121,14,-0.0127
600121,15,0.0001
600121,16,0.0049
600121,17,0.0004
600121,18,-0.0007
600121,19,0.0535
600121,20,-0.0328
600122,0,1.0
600122,1,-0.0224
600122,2,-0.1311
600122,3,-0.0836
600122,4,-0.0659
600122,5,-0.0629
600122,6,-0.0519
600122,7,-0.0203
600122,8,-0.0274
600122,9,-0.0251
600122,10,0.0245
600122,11,0.019
600122,12,-0.0026
600122,13,-0.0337
600122,14,-0.0081
600122,15,-0.0408
600122,16,-0.0061
600122,17,0.0085
600122,18,0.0056
600122,19,0.019
600122,20,0.0382
600123,0,1.0
600123,1,-0.0188
600123,2,-0.1223
600123,3,-0.1129
600123,4,-0.0417
600123,5,-0.0393
600123,6,-0.04
600123,7,0.022
600123,8,-0.0346
600123,9,-0.0166
600123,10,0.0079
600123,11,0.0181
600123,12,-0.0172
600123,13,-0.0052
600123,14,-0.0412
600123,15,0.0088
600123,16,-0.0325
600123,17,-0.0242
600123,18,-0.0333
600123,19,-0.0123
600123,20,0.077
600124,0,1.0
600124,1,-0.0187
600124,2,-0.1333
600124,3,-0.0812
600124,4,-0.0782
600124,5,-0.0287
600124,6,-0.0497
600124,7,-0.0034
600124,8,-0.0136
600124,9,-0.0465
600124,10,-0.0227
600124,11,0.0008
600124,12,-0.033
600124,13,-0.0191
600124,14,-0.0038
600124,15,0.0293
600124,16,0.0322
600124,17,-0.0228
600124,18,-0.02
600124,19,-0.0171
600124,20,-0.0095
600125,0,1.0
600125,1,-0.022
600125,2,-0.1417
600125,3,-0.0979
600125,4,-0.1219
600125,5,-0.0396
600125,6,-0.0402
600125,7,-0.0323
600125,8,-0.0224
600125,9,-0.0081
600125,10,0.0305
600125,11,0.0392
600125,12,0.0195
600125,13,0.0155
600125,14,0.0242
600125,15,-0.043
600125,16,-0.0186
600125,17,-0.0466
600125,18,0.0183
600125,19,-0.0124
600125,20,0.0057
600126,0,1.0
600126,1,-0.0215
600126,2,-0.1531
600126,3,-0.1337
600126,4,-0.0531
600126,5,-0.0447
600126,6,-0.0429
600126,7,0.0474
600126,8,-0.0167
600126,9,-0.0159
600126,10,-0.0149
600126,11,0.0056
600126,12,-0.031
600126,13,0.0277
600126,14,-0.0267
600126,15,-0.0455
600126,16,-0.0057
600126,17,0.0288
600126,18,0.0307
600126,19,-0.0269
600126,20,-0.0512
600127,0,1.0
600127,1,-0.0268
600127,2,-0.1528
600127,3,-0.1038
600127,4,-0.0394
600127,5,-0.0758
600127,6,-0.0198
600127,7,0.0242
600127,8,-0.0495
600127,9,-0.0688
600127,10,-0.0351
600127,11,0.0848
600127,12,-0.0186
600127,13,-0.0155
600127,14,0.0286
600127,15,0.0025
600127,16,-0.0059
600127,17,-0.0024
600127,18,0.03
600127,19,-0.0381
600127,20,0.0426
