Asset_Number,Incident_Date,Gap_Days
300035,2023-03-04 18:55:55,5.0
300035,2023-03-18 18:55:55,14.0
300035,2023-03-20 18:55:55,2.0
300035,2023-03-25 18:55:55,5.0
300035,2023-04-15 18:55:55,21.0
300035,2023-04-15 18:55:55,0.0
300035,2023-05-01 18:55:55,16.0
300035,2023-05-13 18:55:55,12.0
300035,2023-06-09 18:55:55,27.0
300035,2023-06-10 18:55:55,1.0
300035,2023-06-10 18:55:55,0.0
300035,2023-06-12 18:55:55,2.0
300035,2023-07-05 18:55:55,23.0
300035,2023-07-18 18:55:55,13.0
300035,2023-08-01 18:55:55,14.0
300035,2023-08-07 18:55:55,6.0
300035,2023-08-13 18:55:55,6.0
300035,2023-08-24 18:55:55,11.0
300035,2023-09-04 18:55:55,11.0
300035,2023-09-06 18:55:55,2.0
300035,2023-09-08 18:55:55,2.0
300035,2023-10-16 18:55:55,38.0
300035,2023-10-18 18:55:55,2.0
300035,2023-10-20 18:55:55,2.0
300035,2023-10-25 18:55:55,5.0
300035,2023-10-29 18:55:55,4.0
300035,2023-11-28 18:55:55,30.0
300035,2023-11-28 18:55:55,0.0
300035,2023-12-03 18:55:55,5.0
300035,2023-12-04 18:55:55,1.0
300035,2023-12-26 18:55:55,22.0
300035,2023-12-26 18:55:55,0.0
300035,2023-12-30 18:55:55,4.0
300035,2024-01-09 18:55:55,10.0
300035,2024-01-28 18:55:55,19.0
300035,2024-01-28 18:55:55,0.0
300035,2024-02-05 18:55:55,8.0
300035,2024-02-08 18:55:55,3.0
300035,2024-02-09 18:55:55,1.0
300035,2024-02-18 18:55:55,9.0
300035,2024-02-21 18:55:55,3.0
300035,2024-02-22 18:55:55,1.0
300035,2024-03-04 18:55:55,11.0
300035,2024-03-08 18:55:55,4.0
300035,2024-03-28 18:55:55,20.0
300035,2024-03-31 18:55:55,3.0
300035,2024-04-01 18:55:55,1.0
300036,2021-04-14 10:58:33,
300036,2021-04-15 10:58:33,1.0
300036,2021-04-16 10:58:33,1.0
300036,2021-04-20 10:58:33,4.0
300036,2021-04-20 10:58:33,0.0
300036,2021-05-02 10:58:33,12.0
300036,2021-05-04 10:58:33,2.0
300036,2021-05-06 10:58:33,2.0
300036,2021-05-08 10:58:33,2.0
300036,2021-05-13 10:58:33,5.0
300036,2021-05-17 10:58:33,4.0
300036,2021-05-19 10:58:33,2.0
300036,2021-06-09 10:58:33,21.0
300036,2021-06-10 10:58:33,1.0
300036,2021-06-30 10:58:33,20.0
300036,2021-07-04 10:58:33,4.0
300036,2021-07-29 10:58:33,25.0
300036,2021-07-30 10:58:33,1.0
300036,2021-08-05 10:58:33,6.0
300036,2021-08-11 10:58:33,6.0
300036,2021-08-29 10:58:33,18.0
300036,2021-09-07 10:58:33,9.0
300036,2021-09-10 10:58:33,3.0
300036,2021-09-10 10:58:33,0.0
300036,2021-09-12 10:58:33,2.0
300036,2021-10-16 10:58:33,34.0
300036,2021-10-17 10:58:33,1.0
300036,2021-10-19 10:58:33,2.0
300036,2021-10-21 10:58:33,2.0
300036,2021-10-22 10:58:33,1.0
300036,2021-10-26 10:58:33,4.0
300036,2021-10-28 10:58:33,2.0
300036,2021-10-31 10:58:33,3.0
300036,2021-11-03 10:58:33,3.0
300036,2021-11-03 10:58:33,0.0
300036,2021-11-05 10:58:33,2.0
300036,2021-11-11 10:58:33,6.0
300036,2021-11-15 10:58:33,4.0
300036,2021-11-23 10:58:33,8.0
300036,2021-11-23 10:58:33,0.0
300036,2021-11-24 10:58:33,1.0
300036,2021-12-05 10:58:33,11.0
300036,2021-12-08 10:58:33,3.0
300036,2021-12-13 10:58:33,5.0
300036,2021-12-25 10:58:33,12.0
300036,2022-01-01 10:58:33,7.0
300036,2022-01-03 10:58:33,2.0
300036,2022-01-05 10:58:33,2.0
300036,2022-01-07 10:58:33,2.0
300036,2022-01-10 10:58:33,3.0
300036,2022-01-15 10:58:33,5.0
300036,2022-01-17 10:58:33,2.0
300036,2022-01-19 10:58:33,2.0
300036,2022-02-01 10:58:33,13.0
300036,2022-02-09 10:58:33,8.0
300036,2022-02-15 10:58:33,6.0
300036,2022-02-15 10:58:33,0.0
300036,2022-02-19 10:58:33,4.0
300036,2022-02-20 10:58:33,1.0
300036,2022-03-19 10:58:33,27.0
300036,2022-04-05 10:58:33,17.0
300036,2022-04-13 10:58:33,8.0
300036,2022-04-22 10:58:33,9.0
300036,2022-04-25 10:58:33,3.0
300036,2022-04-28 10:58:33,3.0
300036,2022-04-30 10:58:33,2.0
300036,2022-05-04 10:58:33,4.0
300036,2022-05-06 10:58:33,2.0
300036,2022-05-06 10:58:33,0.0
300036,2022-05-12 10:58:33,6.0
300036,2022-05-14 10:58:33,2.0
300036,2022-05-15 10:58:33,1.0
300036,2022-05-17 10:58:33,2.0
300036,2022-05-20 10:58:33,3.0
300036,2022-05-21 10:58:33,1.0
300036,2022-06-07 10:58:33,17.0
300036,2022-06-10 10:58:33,3.0
300036,2022-06-11 10:58:33,1.0
300036,2022-06-13 10:58:33,2.0
300036,2022-06-18 10:58:33,5.0
300036,2022-06-21 10:58:33,3.0
300036,2022-06-25 10:58:33,4.0
300036,2022-06-26 10:58:33,1.0
300036,2022-07-02 10:58:33,6.0
300036,2022-07-06 10:58:33,4.0
300036,2022-07-07 10:58:33,1.0
300036,2022-07-12 10:58:33,5.0
300036,2022-07-19 10:58:33,7.0
300036,2022-07-23 10:58:33,4.0
300036,2022-07-30 10:58:33,7.0
300036,2022-07-30 10:58:33,0.0
300036,2022-08-17 10:58:33,18.0
300036,2022-08-19 10:58:33,2.0
300036,2022-08-20 10:58:33,1.0
300036,2022-08-20 10:58:33,0.0
300036,2022-08-31 10:58:33,11.0
300036,2022-09-01 10:58:33,1.0
300036,2022-09-10 10:58:33,9.0
300036,2022-09-11 10:58:33,1.0
300036,2022-09-12 10:58:33,1.0
300036,2022-09-16 10:58:33,4.0
300036,2022-10-19 10:58:33,33.0
300036,2022-10-20 10:58:33,1.0
300036,2022-10-23 10:58:33,3.0
300036,2022-10-25 10:58:33,2.0
300036,2022-10-26 10:58:33,1.0
300036,2022-11-13 10:58:33,18.0
300036,2022-11-27 10:58:33,14.0
300036,2022-12-05 10:58:33,8.0
300036,2022-12-12 10:58:33,7.0
300036,2022-12-14 10:58:33,2.0
300036,2022-12-14 10:58:33,0.0
300036,2022-12-18 10:58:33,4.0
300036,2022-12-30 10:58:33,12.0
300036,2023-01-01 10:58:33,2.0
300036,2023-01-04 10:58:33,3.0
300036,2023-01-10 10:58:33,6.0
300036,2023-01-18 10:58:33,8.0
300036,2023-01-18 10:58:33,0.0
300036,2023-01-29 10:58:33,11.0
300036,2023-02-07 10:58:33,9.0
300036,2023-02-07 10:58:33,0.0
300036,2023-02-11 10:58:33,4.0
300036,2023-02-24 10:58:33,13.0
300036,2023-03-02 10:58:33,6.0
300036,2023-03-09 10:58:33,7.0
300036,2023-03-14 10:58:33,5.0
300036,2023-03-20 10:58:33,6.0
300036,2023-03-22 10:58:33,2.0
300036,2023-03-27 10:58:33,5.0
300036,2023-04-09 10:58:33,13.0
300036,2023-04-10 10:58:33,1.0
300036,2023-04-13 10:58:33,3.0
300036,2023-04-16 10:58:33,3.0
300036,2023-04-16 10:58:33,0.0
300036,2023-04-24 10:58:33,8.0
300036,2023-04-29 10:58:33,5.0
300036,2023-05-01 10:58:33,2.0
300036,2023-05-03 10:58:33,2.0
300036,2023-05-15 10:58:33,12.0
300036,2023-05-23 10:58:33,8.0
300036,2023-06-02 10:58:33,10.0
300036,2023-06-17 10:58:33,15.0
300036,2023-06-19 10:58:33,2.0
300036,2023-06-25 10:58:33,6.0
300036,2023-06-25 10:58:33,0.0
300036,2023-06-25 10:58:33,0.0
300036,2023-06-27 10:58:33,2.0
300036,2023-07-02 10:58:33,5.0
300036,2023-07-12 10:58:33,10.0
300036,2023-07-12 10:58:33,0.0
300036,2023-07-18 10:58:33,6.0
300036,2023-07-28 10:58:33,10.0
300036,2023-08-01 10:58:33,4.0
300036,2023-08-14 10:58:33,13.0
300036,2023-08-21 10:58:33,7.0
300036,2023-08-27 10:58:33,6.0
300036,2023-08-28 10:58:33,1.0
300036,2023-09-01 10:58:33,4.0
300036,2023-09-14 10:58:33,13.0
300036,2023-09-14 10:58:33,0.0
300036,2023-09-15 10:58:33,1.0
300036,2023-09-15 10:58:33,0.0
300036,2023-09-15 10:58:33,0.0
300036,2023-09-21 10:58:33,6.0
300036,2023-10-12 10:58:33,21.0
300036,2023-10-19 10:58:33,7.0
300036,2023-10-30 10:58:33,11.0
300036,2023-11-02 10:58:33,3.0
300036,2023-11-07 10:58:33,5.0
300036,2023-11-14 10:58:33,7.0
300036,2023-11-17 10:58:33,3.0
300036,2023-11-19 10:58:33,2.0
300036,2023-11-21 10:58:33,2.0
300036,2023-12-07 10:58:33,16.0
300036,2023-12-10 10:58:33,3.0
300036,2023-12-13 10:58:33,3.0
300036,2023-12-25 10:58:33,12.0
300036,2024-01-07 10:58:33,13.0
300036,2024-01-09 10:58:33,2.0
300036,2024-01-13 10:58:33,4.0
300036,2024-01-21 10:58:33,8.0
300036,2024-01-30 10:58:33,9.0
300036,2024-01-31 10:58:33,1.0
300036,2024-02-02 10:58:33,2.0
300036,2024-02-02 10:58:33,0.0
300036,2024-02-12 10:58:33,10.0
300036,2024-02-13 10:58:33,1.0
300036,2024-02-19 10:58:33,6.0
300036,2024-02-25 10:58:33,6.0
300036,2024-02-26 10:58:33,1.0
300036,2024-03-05 10:58:33,8.0
300036,2024-03-08 10:58:33,3.0
300036,2024-03-09 10:58:33,1.0
300036,2024-03-18 10:58:33,9.0
300036,2024-04-01 10:58:33,14.0
300037,2021-04-04 13:15:47,
300037,2021-04-07 13:15:47,3.0
300037,2021-04-07 13:15:47,0.0
300037,2021-04-14 13:15:47,7.0
300037,2021-04-16 13:15:47,2.0
300037,2021-04-17 13:15:47,1.0
300037,2021-04-19 13:15:47,2.0
300037,2021-04-20 13:15:47,1.0
300037,2021-04-23 13:15:47,3.0
300037,2021-05-01 13:15:47,8.0
300037,2021-05-06 13:15:47,5.0
300037,2021-05-10 13:15:47,4.0
300037,2021-05-11 13:15:47,1.0
300037,2021-05-25 13:15:47,14.0
300037,2021-05-25 13:15:47,0.0
300037,2021-05-29 13:15:47,4.0
300037,2021-05-30 13:15:47,1.0
300037,2021-06-09 13:15:47,10.0
300037,2021-06-11 13:15:47,2.0
300037,2021-06-15 13:15:47,4.0
300037,2021-06-16 13:15:47,1.0
300037,2021-06-16 13:15:47,0.0
300037,2021-06-17 13:15:47,1.0
300037,2021-06-26 13:15:47,9.0
300037,2021-07-01 13:15:47,5.0
300037,2021-07-02 13:15:47,1.0
300037,2021-07-05 13:15:47,3.0
300037,2021-07-06 13:15:47,1.0
300037,2021-07-17 13:15:47,11.0
300037,2021-07-18 13:15:47,1.0
300037,2021-07-18 13:15:47,0.0
300037,2021-07-18 13:15:47,0.0
300037,2021-07-29 13:15:47,11.0
300037,2021-07-31 13:15:47,2.0
300037,2021-08-07 13:15:47,7.0
300037,2021-08-11 13:15:47,4.0
300037,2021-08-15 13:15:47,4.0
300037,2021-08-16 13:15:47,1.0
300037,2021-08-23 13:15:47,7.0
300037,2021-08-26 13:15:47,3.0
300037,2021-08-30 13:15:47,4.0
300037,2021-08-31 13:15:47,1.0
300037,2021-09-02 13:15:47,2.0
300037,2021-09-02 13:15:47,0.0
300037,2021-09-03 13:15:47,1.0
300037,2021-09-05 13:15:47,2.0
300037,2021-09-07 13:15:47,2.0
300037,2021-09-22 13:15:47,15.0
300037,2021-09-23 13:15:47,1.0
300037,2021-09-27 13:15:47,4.0
300037,2021-10-02 13:15:47,5.0
300037,2021-10-04 13:15:47,2.0
300037,2021-10-10 13:15:47,6.0
300037,2021-10-14 13:15:47,4.0
300037,2021-11-06 13:15:47,23.0
300037,2021-11-08 13:15:47,2.0
300037,2021-11-10 13:15:47,2.0
300037,2021-11-11 13:15:47,1.0
300037,2021-11-16 13:15:47,5.0
300037,2021-11-28 13:15:47,12.0
300037,2021-12-05 13:15:47,7.0
300037,2021-12-10 13:15:47,5.0
300037,2021-12-11 13:15:47,1.0
300037,2021-12-16 13:15:47,5.0
300037,2021-12-17 13:15:47,1.0
300037,2021-12-17 13:15:47,0.0
300037,2021-12-27 13:15:47,10.0
300037,2022-01-01 13:15:47,5.0
300037,2022-01-04 13:15:47,3.0
300037,2022-01-08 13:15:47,4.0
300037,2022-01-10 13:15:47,2.0
300037,2022-01-14 13:15:47,4.0
300037,2022-01-19 13:15:47,5.0
300037,2022-01-21 13:15:47,2.0
300037,2022-02-01 13:15:47,11.0
300037,2022-02-14 13:15:47,13.0
300037,2022-02-15 13:15:47,1.0
300037,2022-02-15 13:15:47,0.0
300037,2022-02-16 13:15:47,1.0
300037,2022-02-20 13:15:47,4.0
300037,2022-02-22 13:15:47,2.0
300037,2022-02-22 13:15:47,0.0
300037,2022-02-23 13:15:47,1.0
300037,2022-02-27 13:15:47,4.0
300037,2022-02-28 13:15:47,1.0
300037,2022-03-04 13:15:47,4.0
300037,2022-03-05 13:15:47,1.0
300037,2022-03-17 13:15:47,12.0
300037,2022-03-20 13:15:47,3.0
300037,2022-03-22 13:15:47,2.0
300037,2022-04-02 13:15:47,11.0
300037,2022-04-04 13:15:47,2.0
300037,2022-04-09 13:15:47,5.0
300037,2022-04-10 13:15:47,1.0
300037,2022-04-12 13:15:47,2.0
300037,2022-04-22 13:15:47,10.0
300037,2022-04-23 13:15:47,1.0
300037,2022-04-25 13:15:47,2.0
300037,2022-04-29 13:15:47,4.0
300037,2022-04-30 13:15:47,1.0
300037,2022-05-02 13:15:47,2.0
300037,2022-05-20 13:15:47,18.0
300037,2022-05-26 13:15:47,6.0
300037,2022-05-27 13:15:47,1.0
300037,2022-05-31 13:15:47,4.0
300037,2022-06-06 13:15:47,6.0
300037,2022-06-11 13:15:47,5.0
300037,2022-06-13 13:15:47,2.0
300037,2022-06-20 13:15:47,7.0
300037,2022-07-04 13:15:47,14.0
300037,2022-07-10 13:15:47,6.0
300037,2022-07-11 13:15:47,1.0
300037,2022-07-11 13:15:47,0.0
300037,2022-07-13 13:15:47,2.0
300037,2022-07-20 13:15:47,7.0
300037,2022-07-25 13:15:47,5.0
300037,2022-07-25 13:15:47,0.0
300037,2022-07-25 13:15:47,0.0
300037,2022-07-28 13:15:47,3.0
300037,2022-07-29 13:15:47,1.0
300037,2022-07-29 13:15:47,0.0
300037,2022-07-30 13:15:47,1.0
300037,2022-08-04 13:15:47,5.0
300037,2022-08-14 13:15:47,10.0
300037,2022-08-15 13:15:47,1.0
300037,2022-08-24 13:15:47,9.0
300037,2022-08-25 13:15:47,1.0
300037,2022-08-27 13:15:47,2.0
300037,2022-08-30 13:15:47,3.0
300037,2022-09-03 13:15:47,4.0
300037,2022-09-20 13:15:47,17.0
300037,2022-09-20 13:15:47,0.0
300037,2022-09-24 13:15:47,4.0
300037,2022-09-26 13:15:47,2.0
300037,2022-09-27 13:15:47,1.0
300037,2022-10-02 13:15:47,5.0
300037,2022-10-02 13:15:47,0.0
300037,2022-10-03 13:15:47,1.0
300037,2022-10-06 13:15:47,3.0
300037,2022-10-16 13:15:47,10.0
300037,2022-10-20 13:15:47,4.0
300037,2022-10-20 13:15:47,0.0
300037,2022-10-24 13:15:47,4.0
300037,2022-10-28 13:15:47,4.0
300037,2022-11-07 13:15:47,10.0
300037,2022-11-12 13:15:47,5.0
300037,2022-11-14 13:15:47,2.0
300037,2022-11-14 13:15:47,0.0
300037,2022-11-21 13:15:47,7.0
300037,2022-11-29 13:15:47,8.0
300037,2022-12-14 13:15:47,15.0
300037,2022-12-15 13:15:47,1.0
300037,2022-12-17 13:15:47,2.0
300037,2022-12-17 13:15:47,0.0
300037,2022-12-20 13:15:47,3.0
300037,2022-12-22 13:15:47,2.0
300037,2022-12-23 13:15:47,1.0
300037,2022-12-30 13:15:47,7.0
300037,2022-12-31 13:15:47,1.0
300037,2023-01-05 13:15:47,5.0
300037,2023-01-10 13:15:47,5.0
300037,2023-01-11 13:15:47,1.0
300037,2023-01-12 13:15:47,1.0
300037,2023-01-24 13:15:47,12.0
300037,2023-02-01 13:15:47,8.0
300037,2023-02-02 13:15:47,1.0
300037,2023-02-06 13:15:47,4.0
300037,2023-02-12 13:15:47,6.0
300037,2023-02-12 13:15:47,0.0
300037,2023-02-15 13:15:47,3.0
300037,2023-02-21 13:15:47,6.0
300037,2023-03-05 13:15:47,12.0
300037,2023-03-08 13:15:47,3.0
300037,2023-03-09 13:15:47,1.0
300037,2023-03-15 13:15:47,6.0
300037,2023-03-21 13:15:47,6.0
300037,2023-03-26 13:15:47,5.0
300037,2023-03-27 13:15:47,1.0
300037,2023-04-01 13:15:47,5.0
300037,2023-04-01 13:15:47,0.0
300037,2023-04-01 13:15:47,0.0
300037,2023-04-02 13:15:47,1.0
300037,2023-04-02 13:15:47,0.0
300037,2023-04-02 13:15:47,0.0
300037,2023-04-06 13:15:47,4.0
300037,2023-04-09 13:15:47,3.0
300037,2023-04-10 13:15:47,1.0
300037,2023-04-11 13:15:47,1.0
300037,2023-04-23 13:15:47,12.0
300037,2023-04-24 13:15:47,1.0
300037,2023-04-28 13:15:47,4.0
300037,2023-05-02 13:15:47,4.0
300037,2023-05-04 13:15:47,2.0
300037,2023-05-07 13:15:47,3.0
300037,2023-05-12 13:15:47,5.0
300037,2023-05-14 13:15:47,2.0
300037,2023-05-16 13:15:47,2.0
300037,2023-05-17 13:15:47,1.0
300037,2023-06-03 13:15:47,17.0
300037,2023-06-04 13:15:47,1.0
300037,2023-06-05 13:15:47,1.0
300037,2023-06-06 13:15:47,1.0
300037,2023-06-10 13:15:47,4.0
300037,2023-06-14 13:15:47,4.0
300037,2023-06-15 13:15:47,1.0
300037,2023-06-15 13:15:47,0.0
300037,2023-06-18 13:15:47,3.0
300037,2023-06-20 13:15:47,2.0
300037,2023-06-25 13:15:47,5.0
300037,2023-07-02 13:15:47,7.0
300037,2023-07-07 13:15:47,5.0
300037,2023-07-08 13:15:47,1.0
300037,2023-07-10 13:15:47,2.0
300037,2023-07-14 13:15:47,4.0
300037,2023-07-17 13:15:47,3.0
300037,2023-07-20 13:15:47,3.0
300037,2023-07-21 13:15:47,1.0
300037,2023-07-23 13:15:47,2.0
300037,2023-07-30 13:15:47,7.0
300037,2023-07-30 13:15:47,0.0
300037,2023-08-03 13:15:47,4.0
300037,2023-08-10 13:15:47,7.0
300037,2023-08-11 13:15:47,1.0
300037,2023-08-20 13:15:47,9.0
300037,2023-08-23 13:15:47,3.0
300037,2023-08-23 13:15:47,0.0
300037,2023-08-31 13:15:47,8.0
300037,2023-08-31 13:15:47,0.0
300037,2023-09-02 13:15:47,2.0
300037,2023-09-03 13:15:47,1.0
300037,2023-09-06 13:15:47,3.0
300037,2023-09-16 13:15:47,10.0
300037,2023-09-18 13:15:47,2.0
300037,2023-09-18 13:15:47,0.0
300037,2023-09-20 13:15:47,2.0
300037,2023-09-30 13:15:47,10.0
300037,2023-10-06 13:15:47,6.0
300037,2023-10-17 13:15:47,11.0
300037,2023-10-19 13:15:47,2.0
300037,2023-10-22 13:15:47,3.0
300037,2023-10-27 13:15:47,5.0
300037,2023-10-28 13:15:47,1.0
300037,2023-10-31 13:15:47,3.0
300037,2023-11-01 13:15:47,1.0
300037,2023-11-01 13:15:47,0.0
300037,2023-11-13 13:15:47,12.0
300037,2023-11-16 13:15:47,3.0
300037,2023-11-17 13:15:47,1.0
300037,2023-11-25 13:15:47,8.0
300037,2023-11-30 13:15:47,5.0
300037,2023-12-03 13:15:47,3.0
300037,2023-12-06 13:15:47,3.0
300037,2023-12-08 13:15:47,2.0
300037,2023-12-16 13:15:47,8.0
300037,2023-12-18 13:15:47,2.0
300037,2023-12-23 13:15:47,5.0
300037,2023-12-24 13:15:47,1.0
300037,2024-01-10 13:15:47,17.0
300037,2024-01-16 13:15:47,6.0
300037,2024-01-16 13:15:47,0.0
300037,2024-01-17 13:15:47,1.0
300037,2024-01-21 13:15:47,4.0
300037,2024-01-25 13:15:47,4.0
300037,2024-01-27 13:15:47,2.0
300037,2024-01-28 13:15:47,1.0
300037,2024-01-30 13:15:47,2.0
300037,2024-02-02 13:15:47,3.0
300037,2024-02-03 13:15:47,1.0
300037,2024-02-04 13:15:47,1.0
300037,2024-02-09 13:15:47,5.0
300037,2024-02-17 13:15:47,8.0
300037,2024-03-09 13:15:47,21.0
300037,2024-03-10 13:15:47,1.0
300037,2024-03-16 13:15:47,6.0
300037,2024-03-16 13:15:47,0.0
300037,2024-03-19 13:15:47,3.0
300037,2024-03-20 13:15:47,1.0
300037,2024-03-20 13:15:47,0.0
300037,2024-03-21 13:15:47,1.0
300037,2024-03-21 13:15:47,0.0
300037,2024-03-22 13:15:47,1.0
300037,2024-03-27 13:15:47,5.0
300037,2024-03-31 13:15:47,4.0
300038,2021-04-10 14:24:03,
300038,2021-04-15 14:24:03,5.0
300038,2021-04-16 14:24:03,1.0
300038,2021-05-03 14:24:03,17.0
300038,2021-05-06 14:24:03,3.0
300038,2021-05-07 14:24:03,1.0
300038,2021-05-13 14:24:03,6.0
300038,2021-05-13 14:24:03,0.0
300038,2021-05-14 14:24:03,1.0
300038,2021-05-19 14:24:03,5.0
300038,2021-06-06 14:24:03,18.0
300038,2021-06-06 14:24:03,0.0
300038,2021-06-13 14:24:03,7.0
300038,2021-06-24 14:24:03,11.0
300038,2021-06-30 14:24:03,6.0
300038,2021-07-02 14:24:03,2.0
300038,2021-07-03 14:24:03,1.0
300038,2021-07-03 14:24:03,0.0
300038,2021-07-04 14:24:03,1.0
300038,2021-07-09 14:24:03,5.0
300038,2021-07-12 14:24:03,3.0
300038,2021-07-17 14:24:03,5.0
300038,2021-07-19 14:24:03,2.0
300038,2021-07-19 14:24:03,0.0
300038,2021-07-25 14:24:03,6.0
300038,2021-07-26 14:24:03,1.0
300038,2021-08-02 14:24:03,7.0
300038,2021-08-05 14:24:03,3.0
300038,2021-08-08 14:24:03,3.0
300038,2021-08-09 14:24:03,1.0
300038,2021-08-09 14:24:03,0.0
300038,2021-08-16 14:24:03,7.0
300038,2021-08-17 14:24:03,1.0
300038,2021-08-19 14:24:03,2.0
300038,2021-08-22 14:24:03,3.0
300038,2021-08-31 14:24:03,9.0
300038,2021-09-02 14:24:03,2.0
300038,2021-09-06 14:24:03,4.0
300038,2021-09-08 14:24:03,2.0
300038,2021-09-09 14:24:03,1.0
300038,2021-09-12 14:24:03,3.0
300038,2021-09-12 14:24:03,0.0
300038,2021-09-13 14:24:03,1.0
300038,2021-09-13 14:24:03,0.0
300038,2021-09-17 14:24:03,4.0
300038,2021-09-19 14:24:03,2.0
300038,2021-09-28 14:24:03,9.0
300038,2021-10-15 14:24:03,17.0
300038,2021-10-17 14:24:03,2.0
300038,2021-10-19 14:24:03,2.0
300038,2021-10-20 14:24:03,1.0
300038,2021-10-22 14:24:03,2.0
300038,2021-10-23 14:24:03,1.0
300038,2021-11-06 14:24:03,14.0
300038,2021-11-12 14:24:03,6.0
300038,2021-11-16 14:24:03,4.0
300038,2021-11-17 14:24:03,1.0
300038,2021-11-19 14:24:03,2.0
300038,2021-11-20 14:24:03,1.0
300038,2021-11-20 14:24:03,0.0
300038,2021-11-22 14:24:03,2.0
300038,2021-11-27 14:24:03,5.0
300038,2021-12-02 14:24:03,5.0
300038,2021-12-06 14:24:03,4.0
300038,2021-12-10 14:24:03,4.0
300038,2021-12-15 14:24:03,5.0
300038,2021-12-16 14:24:03,1.0
300038,2021-12-16 14:24:03,0.0
300038,2021-12-30 14:24:03,14.0
300038,2022-01-04 14:24:03,5.0
300038,2022-01-27 14:24:03,23.0
300038,2022-01-30 14:24:03,3.0
300038,2022-02-06 14:24:03,7.0
300038,2022-02-07 14:24:03,1.0
300038,2022-02-09 14:24:03,2.0
300038,2022-02-17 14:24:03,8.0
300038,2022-03-08 14:24:03,19.0
300038,2022-03-17 14:24:03,9.0
300038,2022-03-22 14:24:03,5.0
300038,2022-03-29 14:24:03,7.0
300038,2022-04-01 14:24:03,3.0
300038,2022-04-04 14:24:03,3.0
300038,2022-04-08 14:24:03,4.0
300038,2022-04-13 14:24:03,5.0
300038,2022-04-14 14:24:03,1.0
300038,2022-04-27 14:24:03,13.0
300038,2022-05-07 14:24:03,10.0
300038,2022-05-13 14:24:03,6.0
300038,2022-05-22 14:24:03,9.0
300038,2022-05-28 14:24:03,6.0
300038,2022-05-30 14:24:03,2.0
300038,2022-06-01 14:24:03,2.0
300038,2022-06-06 14:24:03,5.0
300038,2022-06-15 14:24:03,9.0
300038,2022-06-16 14:24:03,1.0
300038,2022-06-18 14:24:03,2.0
300038,2022-06-23 14:24:03,5.0
300038,2022-06-25 14:24:03,2.0
300038,2022-06-29 14:24:03,4.0
300038,2022-07-09 14:24:03,10.0
300038,2022-07-11 14:24:03,2.0
300038,2022-07-18 14:24:03,7.0
300038,2022-07-24 14:24:03,6.0
300038,2022-07-24 14:24:03,0.0
300038,2022-07-24 14:24:03,0.0
300038,2022-08-01 14:24:03,8.0
300038,2022-08-03 14:24:03,2.0
300038,2022-08-04 14:24:03,1.0
300038,2022-08-06 14:24:03,2.0
300038,2022-08-07 14:24:03,1.0
300038,2022-08-08 14:24:03,1.0
300038,2022-08-21 14:24:03,13.0
300038,2022-08-23 14:24:03,2.0
300038,2022-08-28 14:24:03,5.0
300038,2022-09-06 14:24:03,9.0
300038,2022-09-08 14:24:03,2.0
300038,2022-09-18 14:24:03,10.0
300038,2022-09-27 14:24:03,9.0
300038,2022-09-29 14:24:03,2.0
300038,2022-10-03 14:24:03,4.0
300038,2022-10-03 14:24:03,0.0
300038,2022-10-05 14:24:03,2.0
300038,2022-10-06 14:24:03,1.0
300038,2022-10-14 14:24:03,8.0
300038,2022-10-15 14:24:03,1.0
300038,2022-11-05 14:24:03,21.0
300038,2022-11-09 14:24:03,4.0
300038,2022-11-09 14:24:03,0.0
300038,2022-11-14 14:24:03,5.0
300038,2022-11-23 14:24:03,9.0
300038,2022-11-24 14:24:03,1.0
300038,2022-11-29 14:24:03,5.0
300038,2022-12-05 14:24:03,6.0
300038,2022-12-08 14:24:03,3.0
300038,2022-12-11 14:24:03,3.0
300038,2022-12-18 14:24:03,7.0
300038,2022-12-30 14:24:03,12.0
300038,2023-01-05 14:24:03,6.0
300038,2023-01-07 14:24:03,2.0
300038,2023-01-08 14:24:03,1.0
300038,2023-01-10 14:24:03,2.0
300038,2023-01-19 14:24:03,9.0
300038,2023-01-25 14:24:03,6.0
300038,2023-01-26 14:24:03,1.0
300038,2023-01-27 14:24:03,1.0
300038,2023-02-05 14:24:03,9.0
300038,2023-02-07 14:24:03,2.0
300038,2023-02-09 14:24:03,2.0
300038,2023-02-14 14:24:03,5.0
300038,2023-02-18 14:24:03,4.0
300038,2023-02-18 14:24:03,0.0
300038,2023-02-20 14:24:03,2.0
300038,2023-02-25 14:24:03,5.0
300038,2023-02-26 14:24:03,1.0
300038,2023-03-13 14:24:03,15.0
300038,2023-03-17 14:24:03,4.0
300038,2023-03-24 14:24:03,7.0
300038,2023-04-01 14:24:03,8.0
300038,2023-04-01 14:24:03,0.0
300038,2023-04-05 14:24:03,4.0
300038,2023-04-06 14:24:03,1.0
300038,2023-04-06 14:24:03,0.0
300038,2023-04-06 14:24:03,0.0
300038,2023-04-10 14:24:03,4.0
300038,2023-04-25 14:24:03,15.0
300038,2023-04-28 14:24:03,3.0
300038,2023-04-30 14:24:03,2.0
300038,2023-05-06 14:24:03,6.0
300038,2023-05-08 14:24:03,2.0
300038,2023-05-15 14:24:03,7.0
300038,2023-06-01 14:24:03,17.0
300038,2023-06-05 14:24:03,4.0
300038,2023-06-09 14:24:03,4.0
